AA,20,0.05,0
ABEV,20,0.1,0.05
ABX,20,0.1,0
AIG,20,0.15,0
AUY,20,0,0
BABA,20,0.1,0
BAC,19,0.21052631578947,0
BP,20,0,0
C,16,0.125,0
CHK,19,0.15789473684211,0.10526315789474
CHS,20,0.05,0.15
CNX,20,0.15,0
COP,19,0.052631578947368,0.10526315789474
CRC,20,0.05,0
CVC,20,0,0
CX,20,0.2,0.1
DAL,20,0.1,0
DDD,20,0.15,0.15
DNR,16,0,0
DVN,16,0,0
ECA,19,0.21052631578947,0
EMC,19,0.10526315789474,0
ESV,18,0.055555555555556,0.11111111111111
ETE,20,0,0
EXC,20,0,0.05
F,18,0.055555555555556,0
FCX,14,0.071428571428571,0.071428571428571
FIT,19,0.10526315789474,0
GE,19,0.052631578947368,0.052631578947368
GG,19,0.10526315789474,0.052631578947368
GGB,20,0.15,0
GLW,20,0.2,0
GM,14,0,0
GNW,20,0.1,0.05
HAL,17,0.17647058823529,0.11764705882353
HPE,20,0.15,0.05
HPQ,14,0.071428571428571,0.071428571428571
HST,20,0.15,0
INFY,21,0.14285714285714,0.047619047619048
ITUB,21,0,0.095238095238095
JAH,20,0.05,0.1
JCP,21,0.19047619047619,0
JNJ,21,0.095238095238095,0
JPM,12,0.083333333333333,0
KEY,20,0.1,0.15
KGC,17,0.11764705882353,0
KMI,18,0.11111111111111,0
KO,20,0.1,0
KR,20,0.05,0
MO,20,0.15,0
MPC,19,0.052631578947368,0
MRK,21,0,0.095238095238095
MRO,15,0,0.26666666666667
MS,19,0.052631578947368,0
MT,18,0.22222222222222,0.11111111111111
NBR,20,0.1,0.05
NE,21,0.047619047619048,0.047619047619048
NEM,15,0.066666666666667,0
NKE,19,0.21052631578947,0.052631578947368
NOV,17,0.058823529411765,0
NWL,12,0,0.083333333333333
OAS,18,0.055555555555556,0
ORAN,20,0,0
ORCL,19,0.10526315789474,0
PBR,19,0,0.052631578947368
PBRA,3,0.33333333333333,0
PFE,19,0.052631578947368,0.052631578947368
RAD,21,0.14285714285714,0.19047619047619
RDC,20,0.05,0
RF,18,0.33333333333333,0
RIG,16,0.0625,0
S,21,0.095238095238095,0.14285714285714
SCHW,16,0.0625,0
SDRL,16,0,0
SE,19,0,0.052631578947368
SLB,17,0,0
SLW,18,0,0
SUNE,20,0.05,0
SWN,18,0,0.16666666666667
T,17,0.11764705882353,0
TCK,20,0.05,0.05
THC,18,0.11111111111111,0
TSM,20,0.15,0
TWTR,19,0,0
UPL,20,0.05,0.15
USB,20,0.15,0.05
V,20,0.2,0
VALE,19,0,0.10526315789474
VER,20,0.1,0.05
VLO,19,0,0.15789473684211
VRX,15,0.066666666666667,0.26666666666667
VZ,11,0.18181818181818,0
WFC,11,0.090909090909091,0.090909090909091
WFT,20,0,0
WLL,18,0.055555555555556,0
WMT,17,0.058823529411765,0
WPX,19,0.10526315789474,0.052631578947368
X,15,0.13333333333333,0
XOM,19,0.10526315789474,0.052631578947368
XRX,19,0.26315789473684,0
A,20,0,0
AA-P,1,0,0
AAAP,20,0,0
AAC,20,0,0
AAL,18,0.11111111111111,0
AAMC,20,0,0
AAME,20,0,0.05
AAN,20,0.05,0.05
AAOI,20,0,0
AAON,20,0,0.05
AAP,20,0.1,0
AAPC,9,0.11111111111111,0
AAPL,18,0.11111111111111,0
AAT,20,0.05,0
AAU,20,0,0.1
AAV,20,0.05,0
AAVL,20,0,0
AAWW,20,0.05,0
AAXJ,20,0,0.05
AB,20,0.1,0
ABAC,20,0,0.05
ABAX,20,0.2,0.05
ABB,20,0.05,0.05
ABBV,18,0.055555555555556,0
ABC,20,0.15,0
ABCB,20,0,0
ABCD,20,0.05,0
ABCO,20,0.15,0
ABCW,20,0.05,0
ABDC,20,0,0
ABE,17,0,0
ABEO,20,0,0
ABEOW,3,0,0
ABG,20,0,0
ABGB,14,0,0.21428571428571
ABIL,7,0.14285714285714,0.14285714285714
ABIO,20,0,0
ABM,20,0.15,0
ABMD,20,0.05,0
ABR,20,0,0
ABRN,14,0.071428571428571,0
ABT,19,0.052631578947368,0
ABTL,20,0,0
ABTX,20,0,0
ABUS,20,0.05,0
ABY,19,0,0
AC,20,0,0.05
ACAD,18,0.16666666666667,0
ACAS,20,0.05,0.05
ACAT,20,0.1,0.1
ACBI,18,0,0
ACC,19,0.052631578947368,0.21052631578947
ACCO,20,0.1,0
ACET,20,0,0
ACFC,20,0.05,0.1
ACG,20,0,0
ACGL,20,0.15,0.05
ACH,20,0.05,0.05
ACHC,20,0.25,0
ACHN,20,0.2,0
ACIW,20,0,0
ACLS,20,0.15,0
ACM,20,0.1,0
ACN,20,0,0
ACNB,20,0,0
ACOR,20,0,0
ACP,20,0,0
ACPW,19,0,0.10526315789474
ACRE,20,0,0.05
ACRS,19,0,0.10526315789474
ACRX,20,0,0
ACSF,18,0,0.27777777777778
ACST,12,0,0
ACTA,20,0,0
ACTG,20,0.05,0.05
ACTS,20,0,0
ACTX,6,0,0
ACU,20,0.1,0
ACUR,20,0,0
ACV,18,0,0
ACW,20,0,0.05
ACWI,19,0.052631578947368,0
ACWX,11,0.090909090909091,0
ACXM,20,0.05,0
ACY,20,0.1,0
ADAP,20,0,0
ADBE,19,0,0.052631578947368
ADC,20,0,0
ADGE,20,0,0
ADHD,20,0.15,0
ADI,20,0.3,0
ADK,20,0,0.05
ADK-PA,14,0,0
ADM,20,0,0.35
ADMA,20,0,0
ADMP,20,0.05,0
ADMS,20,0,0
ADP,20,0.05,0
ADPT,20,0.15,0.1
ADRE,4,0,0
ADRO,20,0,0
ADS,20,0.05,0.05
ADSK,20,0.05,0
ADT,20,0,0.15
ADTN,20,0.1,0.05
ADUS,20,0,0
ADX,20,0.05,0
ADXS,20,0,0.05
AE,20,0,0
AEB,20,0.1,0.1
AED,1,0,0
AEE,20,0.15,0
AEG,11,0.090909090909091,0.18181818181818
AEGN,20,0.05,0.05
AEGR,20,0.05,0.05
AEH,1,0,0
AEHR,20,0,0
AEIS,20,0.1,0.05
AEK,14,0.071428571428571,0
AEL,19,0.10526315789474,0.052631578947368
AEM,17,0.058823529411765,0.058823529411765
AEMD,20,0,0.05
AEO,20,0.15,0
AEP,20,0.05,0
AEPI,20,0,0
AER,20,0,0.1
AERI,20,0,0
AES,19,0,0
AET,74,0.054054054054054,0.027027027027027
AETI,20,0,0.1
AEUA,17,0.11764705882353,0
AEY,20,0,0
AEZS,20,0,0
AF,19,0.10526315789474,0
AFA,20,0.35,0.05
AFAM,19,0.31578947368421,0
AFB,15,0,0
AFC,17,0,0
AFCO,20,0,0
AFG,10,0,0
AFGE,4,0.25,0.25
AFH,20,0.1,0
AFI,11,0.090909090909091,0.090909090909091
AFL,20,0.05,0
AFMD,19,0,0
AFOP,12,0.16666666666667,0.083333333333333
AFSD,17,0.23529411764706,0
AFSI,20,0.1,0.1
AFSS,12,0.5,0.083333333333333
AFT,20,0.05,0
AFW,4,0,0
AG,18,0,0.11111111111111
AGC,4,0,0
AGCO,20,0,0.1
AGD,20,0,0
AGEN,20,0.2,0
AGFS,20,0.05,0.1
AGFSW,3,0,0
AGI,20,0,0.05
AGII,19,0.21052631578947,0
AGIO,20,0,0
AGLE,6,0,0
AGM,20,0.05,0.05
AGM-A,8,0,0
AGM-PA,6,0,0
AGN,10,0,0
AGNC,17,0,0
AGNCB,15,0,0
AGNCP,3,0,0
AGND,4,0.25,0
AGO,20,0.2,0.05
AGO-PB,1,0,0
AGR,20,0,0
AGRO,15,0.066666666666667,0.066666666666667
AGRX,20,0,0
AGTC,20,0.05,0
AGU,19,0,0.21052631578947
AGX,20,0.1,0
AGYS,20,0,0
AGZD,2,0,0
AHC,20,0,0
AHGP,18,0,0.33333333333333
AHH,20,0,0
AHL,19,0,0
AHP,20,0.05,0
AHPI,13,0,0.23076923076923
AHS,20,0.05,0.05
AHT,17,0,0
AHT-PA,1,0,0
AI,20,0,0.1
AIA,18,0.055555555555556,0
AIB,19,0,0.052631578947368
AIC,9,0.11111111111111,0
AIF,13,0,0
AIII,11,0,0
AIMC,20,0.15,0.1
AIMT,20,0.05,0
AIN,20,0,0.05
AINC,15,0,0
AINV,12,0.083333333333333,0.083333333333333
AIQ,20,0.05,0
AIR,20,0,0.05
AIRI,20,0,0
AIRM,20,0.15,0
AIRR,20,0,0
AIRT,20,0.05,0
AIT,20,0.05,0
AIV,18,0,0.055555555555556
AIW,9,0,0
AIXG,20,0.1,0
AIY,8,0,0
AIZ,20,0.15,0
AJG,20,0,0
AJRD,20,0,0
AJX,20,0,0
AKAM,19,0.15789473684211,0
AKAO,20,0,0.05
AKBA,20,0,0
AKER,19,0,0
AKG,20,0.15,0
AKO-A,7,0.14285714285714,0
AKO-B,4,0,0
